-0.022222,0.803704
-0.007407,0.607407
-0.362963,0.681481
-0.557407,0.638889
-0.548148,0.275926
0.005556,-0.757407
-0.074074,-0.840741
-0.481481,0.301852
-0.490741,0.298148
-0.498148,0.283333
-0.503704,0.274074
-0.492593,0.272222
-0.479630,0.274074
-0.470370,0.275926
-0.450000,0.279630
-0.440741,0.279630
-0.411111,0.268519
-0.411111,0.266667
-0.401852,0.266667
-0.379630,0.266667
-0.372222,0.268519
-0.342593,0.270370
-0.331481,0.270370
-0.288889,0.270370
-0.275926,0.270370
-0.237037,0.266667
-0.220370,0.266667
-0.192593,0.285185
-0.183333,0.279630
-0.168519,0.266667
-0.168519,0.266667
-0.133333,0.264815
-0.112963,0.262963
-0.094444,0.262963
-0.090741,0.262963
0.003704,0.259259
0.020370,0.259259
0.011111,0.259259
-0.027778,0.261111
-0.033333,0.261111
-0.048148,0.262963
-0.053704,0.262963
-0.057407,0.262963
0.072222,0.253704
0.072222,0.253704
0.092593,0.255556
0.100000,0.257407
0.133333,0.257407
0.159259,0.255556
0.170370,0.255556
0.222222,0.255556
0.227778,0.255556
0.314815,0.253704
0.335185,0.253704
0.383333,0.259259
0.390741,0.259259
0.390741,0.259259
0.327778,0.262963
0.311111,0.264815
0.274074,0.266667
0.251852,0.266667
0.218519,0.266667
0.162963,0.272222
0.055556,0.277778
0.035185,0.279630
